"","ch_in","cum_n_tips","cum_max_friends","cum_max_u_elite","cum_max_us_fans","cum_max_us_rev","male","female"
"26581",0,9,1613,7,180,1028,3,4
"26747",0,3,190,11,7,170,1,1
"27372",1,10,1613,7,180,1028,3,4
"12549",0,1,2916,9,219,1664,0,1
"12564",0,3,2916,9,219,1664,1,1
"12578",0,4,2916,9,219,1664,1,1
"13023",0,5,2916,9,219,1664,1,1
"13088",0,6,2916,9,219,1664,1,1
"13449",0,7,2916,9,219,1664,2,1
"14008",0,8,2916,9,219,1664,2,1
"14363",0,9,2916,9,219,1664,3,1
"14577",0,11,2916,9,219,1664,3,1
"14759",0,12,2916,9,219,1664,3,1
"15530",0,13,2916,9,219,1664,3,1
"15917",0,14,2916,9,219,1664,4,1
"17623",0,15,2916,9,219,1664,4,2
"18021",0,17,2916,9,219,1664,4,2
"18076",0,18,2916,9,219,1664,5,2
"18239",0,20,2916,9,219,2665,6,2
"20249",0,21,2916,9,219,2665,6,2
"20995",0,22,2916,9,219,2665,6,2
"21060",0,23,2916,9,219,2665,6,2
"23616",0,24,2916,9,219,2665,6,2
"2452",0,1,693,4,76,573,0,1
"2740",0,2,693,4,76,593,1,1
"4465",0,4,693,4,76,593,1,1
"7479",0,5,693,4,76,593,1,1
"7551",0,6,693,4,76,593,1,1
"7627",0,7,693,7,166,617,1,2
"7718",0,8,693,7,166,617,1,2
"9103",0,9,693,7,166,617,1,3
"12454",0,10,693,7,166,617,1,3
"12508",0,11,693,7,166,617,1,3
"16780",0,12,693,7,166,617,1,3
"17365",0,13,1672,7,166,617,1,4
"25232",0,1,484,3,40,188,0,1
"25280",0,2,484,3,40,232,0,2
"25287",0,3,818,7,146,520,0,3
"25603",0,4,818,7,146,520,0,3
"28353",0,5,840,7,146,840,1,3
"28550",0,6,840,7,146,840,1,4
"20131",0,1,388,4,24,304,1,0
"20139",0,3,402,4,47,304,1,1
"20172",0,4,558,6,88,560,1,2
"20237",0,5,917,7,180,1028,2,2
"20274",0,6,917,7,180,1028,3,2
"20424",0,7,3198,9,378,1431,4,2
"20582",0,8,3198,9,378,1664,4,3
"20766",0,9,3198,9,378,1664,4,3
"20778",0,10,3198,9,378,1664,4,4
"20834",0,11,3198,9,378,1664,5,4
"20845",0,12,3198,9,378,1664,5,4
"21088",0,13,3198,9,378,1664,5,4
"21142",0,14,3198,9,378,1664,5,4
"21196",0,15,3198,9,378,1664,5,4
"21284",0,16,3198,9,378,1664,6,4
"21363",0,19,3198,9,378,1664,8,4
"21710",0,20,3198,9,378,1664,8,5
"22067",0,21,3198,9,378,1664,8,5
"22310",0,22,3198,9,378,1664,8,6
"22436",0,23,3198,9,378,1664,8,7
"22576",0,25,3198,9,378,1664,8,8
"23001",0,26,3198,9,378,1664,8,9
"23213",0,27,3198,9,378,1664,8,9
"23240",0,28,3198,9,378,1664,8,10
"23348",0,29,3198,9,378,1664,8,11
"23489",0,30,3198,9,378,1664,8,12
"23508",0,31,3198,9,378,1664,8,13
"23606",0,32,3198,9,378,1664,8,13
"24233",0,33,3198,9,378,1664,8,13
"24802",0,34,3198,9,378,1664,8,13
"24931",0,35,3198,9,378,1664,8,13
"24933",0,36,3198,9,378,1664,8,14
"25217",0,37,3198,9,378,1664,8,15
"26011",0,38,3198,9,378,1664,8,15
"26053",0,39,3198,9,378,1664,8,16
"26065",0,40,3198,9,378,1664,8,16
"26111",0,41,3198,9,378,1664,8,16
"26246",0,42,3198,9,378,1664,9,16
"26475",0,43,3198,9,378,1664,9,16
"26567",0,44,3198,9,378,1664,10,16
"27023",0,45,3198,9,378,1664,10,16
"27451",0,46,3198,9,378,1664,11,16
"27534",0,47,3198,9,378,1664,11,16
"27732",0,48,3198,9,378,1664,11,17
"28073",0,49,3198,9,378,1664,11,18
"28101",0,51,3198,9,378,1664,11,19
"28115",0,52,3198,9,378,1664,11,19
"28470",0,53,3198,9,378,1664,11,19
"28528",0,54,3198,9,378,1664,11,19
"28838",0,55,3198,9,378,1664,11,20
"28937",0,56,3198,9,378,1664,11,20
"6285",0,1,421,1,25,133,0,1
"9701",0,2,590,3,25,140,0,2
"10050",0,3,590,6,29,205,0,3
"11959",0,4,590,8,29,259,1,3
"14355",0,5,590,8,29,259,2,3
"16731",0,6,1117,9,165,981,2,4
"18798",0,7,1117,9,165,981,2,5
"17644",0,1,18,7,4,255,1,0
"17810",0,2,18,7,4,255,1,0
"19592",0,3,18,8,4,255,1,0
"20275",1,4,580,1,11,255,1,1
"21680",0,5,580,1,11,255,2,1
"27956",0,6,580,1,11,255,2,2
"22958",0,1,121,10,6,102,0,1
"25106",0,5,121,11,6,102,1,1
"26186",0,6,401,5,44,473,1,2
"28436",0,7,401,5,44,473,1,3
"3535",0,1,289,11,0,8,0,1
"4708",0,2,289,8,5,166,1,1
"5171",0,3,2916,9,219,1664,1,2
"5650",0,4,2916,9,219,1664,1,3
"6123",0,5,2916,9,219,1664,1,3
"8610",0,6,2916,9,219,1664,1,4
"12481",0,7,2916,9,219,1664,1,5
"15084",0,8,2916,9,219,1664,1,6
"15466",0,9,2916,9,219,1664,1,6
"17261",0,11,2916,9,219,1664,2,6
"24293",0,2,1060,9,183,540,0,1
"24503",0,3,3198,9,378,1431,1,1
"25169",0,5,3198,9,378,1431,1,1
"25355",0,6,3198,9,378,1431,1,1
"25476",0,7,3198,9,378,1431,1,2
"26248",1,8,3198,9,378,1431,1,2
"26360",0,9,3198,9,378,1431,1,3
"26857",0,10,3198,9,378,1431,2,3
"27832",0,11,3198,9,378,1431,3,3
"28429",0,12,3198,9,378,1431,3,4
"22693",0,1,528,7,166,617,0,1
"22772",0,2,1060,9,183,617,0,2
"22905",0,3,1060,9,183,617,0,3
"23038",0,4,1060,9,183,617,0,4
"23456",0,5,1060,9,183,617,0,5
"23833",0,6,1060,9,183,617,0,5
"23990",1,7,4351,9,738,763,0,6
"24895",0,8,4351,9,738,763,0,7
"20394",0,1,718,4,79,204,0,1
"20414",0,2,718,4,79,573,0,2
"20508",0,3,1801,7,228,573,1,2
"20591",0,5,1801,7,228,1028,2,2
"21192",0,6,1801,7,228,1028,2,2
"21301",0,8,3198,9,378,1431,3,2
"23522",0,9,6026,10,697,1431,4,2
"24691",0,10,6026,10,697,1431,4,3
"26500",0,11,6026,10,697,1431,5,3
"27158",1,12,6026,10,697,1431,5,4
"13648",0,1,184,10,16,479,0,1
"15363",0,2,672,3,81,535,1,1
"17162",0,3,672,6,81,535,2,1
"19025",0,4,1299,6,153,535,2,2
"22128",0,5,1299,6,153,535,3,2
"27950",0,6,1535,7,251,1184,3,3
"12958",0,1,66,11,5,36,0,0
"3757",0,1,293,2,25,510,0,1
"4462",0,2,293,2,25,510,0,1
"4881",0,3,293,2,25,510,0,2
"5492",0,4,293,2,25,510,0,3
"6422",0,5,469,3,46,510,0,4
"6528",0,6,1058,6,98,510,0,5
"11223",0,7,1058,6,98,510,0,5
"13425",1,8,1058,6,98,510,0,6
"14552",0,9,1058,6,98,510,0,6
"15536",0,10,1058,6,98,510,1,6
"15594",0,11,1170,7,177,1232,2,6
"15667",0,12,1170,7,177,1232,2,7
"16578",0,13,1170,7,177,1232,2,8
"17138",0,14,1260,7,177,1232,3,8
"18155",0,15,1451,7,177,1232,4,8
"18755",1,16,1451,7,177,1232,4,9
"18797",0,17,1451,7,177,1232,4,10
"20150",0,18,1451,7,177,1232,4,10
"21330",0,19,1451,7,177,1232,4,11
"22681",0,21,1451,7,177,1232,4,12
"24033",0,22,1451,7,177,1232,5,12
"24647",0,23,1451,9,183,1232,5,13
"25436",0,24,1451,9,183,1232,5,14
"27931",0,25,1451,9,183,1232,5,14
"28237",0,26,1451,9,183,1232,5,14
"28514",0,27,1451,9,183,1232,6,14
"8516",0,1,147,3,10,214,1,0
"8746",1,2,626,6,39,376,2,0
"8805",0,3,904,7,178,1606,3,0
"8884",0,4,3198,9,378,1606,4,0
"9260",0,5,3198,9,378,1606,4,0
"9369",0,6,3198,9,378,1606,5,0
"10098",0,7,3975,9,730,1606,5,1
"14357",0,8,3975,9,730,1606,6,1
"15883",0,9,3975,9,730,1606,7,1
"19460",0,10,3975,9,730,1606,8,1
"20078",0,11,3975,9,730,1606,9,1
"20132",0,12,3975,9,730,1606,9,1
"24947",0,13,3975,9,730,1606,10,1
"19504",0,1,590,3,22,140,0,1
"19511",0,2,1801,7,228,428,1,1
"19518",0,3,1801,7,228,428,2,1
"19615",0,4,1801,7,228,428,2,2
"19701",0,5,1801,13,415,3061,2,3
"19890",0,6,1801,13,415,3061,3,3
"20043",0,7,1801,13,415,3061,3,4
"20499",0,8,1801,13,415,3061,3,4
"20790",0,9,1801,13,415,3061,3,4
"21489",0,10,1801,13,415,3061,3,5
"22141",1,11,1801,13,415,3061,3,6
"22285",0,12,1801,13,415,3061,4,6
"22359",0,13,1801,13,415,3061,5,6
"22904",0,14,1801,13,415,3061,5,7
"24225",1,15,1801,13,415,3061,6,7
"25845",0,16,1801,13,415,3061,6,8
"26315",0,17,1801,13,415,3061,7,8
"26494",1,18,1801,13,415,3061,7,8
"26441",0,1,3022,7,641,4321,0,1
"1218",0,1,293,2,25,510,0,1
"1500",0,2,293,2,25,510,0,1
"13001",0,3,293,2,25,510,0,1
"24110",0,5,1779,7,210,1196,0,2
"9498",1,1,528,7,166,617,0,1
"9785",1,2,672,7,166,617,1,1
"10200",0,3,672,7,166,617,2,1
"18208",1,4,693,7,166,617,2,2
"22626",1,5,693,7,166,617,3,2
"22752",1,6,693,7,166,617,3,2
"66",0,1,955,7,165,1185,0,1
"96",0,2,955,7,165,1185,0,1
"180",0,3,955,7,165,1185,0,1
"256",0,4,955,7,165,1185,0,2
"584",0,5,955,7,165,1185,0,2
"1499",0,9,955,7,165,1185,0,2
"1556",0,10,955,7,165,1185,0,2
"2153",0,11,955,7,165,1185,1,2
"2457",0,12,955,8,165,1185,2,2
"2858",0,13,955,8,165,1185,2,3
"3712",0,14,1193,8,165,1185,2,3
"3950",0,15,1193,8,165,1185,2,3
"4052",0,16,1193,8,165,1185,2,3
"4160",0,17,1613,8,165,1185,3,3
"4698",0,18,1613,8,165,1185,3,4
"4738",0,19,1613,8,165,1185,4,4
"4814",0,20,1613,8,165,1185,4,5
"5002",0,21,1613,8,165,1185,4,5
"5111",0,22,1613,8,165,1185,4,5
"5214",0,23,1613,8,165,1185,4,6
"5402",0,24,1613,8,165,1185,4,7
"5561",0,25,1779,8,210,1196,4,8
"5776",0,26,3198,9,378,1431,5,8
"5990",0,27,3198,9,378,1431,5,8
"6141",0,29,3198,9,378,1431,5,8
"6628",0,30,3198,9,378,1431,5,8
"6820",0,31,3198,9,378,1431,5,8
"7029",0,32,3198,9,378,1431,5,8
"7047",0,33,3198,9,378,1431,5,8
"7418",0,34,3198,9,378,1431,6,8
"7507",0,36,3198,9,378,1431,6,8
"7973",0,37,3198,9,378,1431,6,8
"8228",0,38,3198,9,378,1431,6,8
"8802",0,39,3198,9,378,1431,6,8
"9325",0,40,3198,9,378,1431,6,8
"9451",0,41,3198,9,378,1431,6,8
"9753",0,42,3198,9,378,1431,6,9
"9851",0,43,3198,9,378,1431,6,9
"10153",0,44,3198,9,378,1431,6,10
"10671",0,45,3198,9,378,1431,6,10
"11097",0,46,3198,9,378,1431,6,10
"11269",0,47,3198,9,378,1431,6,10
"13095",0,48,3198,9,378,1431,7,10
"14372",0,49,3198,9,378,1431,7,11
"16545",0,50,3198,9,378,1431,7,12
"18297",0,51,3198,9,378,1431,7,12
"19662",0,52,3198,13,415,3061,7,13
"20784",0,53,3198,13,415,3061,7,14
"21184",0,54,3198,13,415,3061,7,15
"21739",0,55,3198,13,415,3061,7,15
"23514",0,56,3198,13,415,3061,7,15
"25024",0,57,3198,13,415,3061,8,15
"25122",0,58,3198,13,415,3061,8,16
"26169",0,59,3198,13,415,3061,8,16
"26621",0,60,3198,13,415,3061,8,17
"28077",1,61,3198,13,415,3061,8,17
"25342",0,1,332,3,43,120,0,1
"26693",0,2,332,3,43,170,1,1
"26748",1,3,402,4,47,170,1,2
"27265",0,4,402,4,47,170,1,3
"19590",0,1,3022,7,641,4321,0,1
"19791",0,3,3022,7,641,4321,1,1
"19810",0,4,3022,7,641,4321,2,1
"20075",0,5,3022,7,641,4321,2,2
"20646",0,7,3022,9,641,4321,2,3
"21757",0,8,3022,9,641,4321,2,4
"22966",0,9,3022,9,641,4321,2,5
"26004",0,10,3022,9,641,4321,3,5
"26148",0,11,3022,9,641,4321,3,6
"26444",0,12,3022,9,641,4321,3,7
"28240",0,13,3022,9,641,4321,3,8
"15476",0,1,3378,7,912,4308,1,0
"15549",0,2,3378,7,912,4308,2,0
"15685",0,3,3378,7,912,4308,3,0
"16079",0,4,3378,7,912,4308,3,1
"16104",0,5,3378,7,912,4308,4,1
"16615",1,6,3378,7,912,4308,5,1
"17173",1,7,3378,7,912,4308,5,1
"23187",0,1,1801,7,228,428,1,0
"28179",1,1,528,7,166,617,0,1
"28740",0,2,528,7,166,617,0,1
"28811",1,3,564,7,166,617,1,1
"28905",0,4,564,7,166,617,1,2
"5630",0,1,526,2,30,250,1,0
"6627",0,2,526,2,30,250,1,1
"9541",0,3,1058,6,98,420,1,2
"9829",0,4,1058,6,98,420,1,3
"11286",0,5,1058,6,98,420,1,4
"17066",1,6,1058,6,98,420,1,5
"17300",0,8,1058,6,98,420,1,5
"20793",0,9,1193,7,122,420,1,6
"24012",0,10,1193,13,415,3061,1,7
"24982",0,11,1193,13,415,3061,1,7
"28164",1,12,1193,13,415,3061,1,8
"168",0,1,293,2,25,510,0,1
"455",0,2,293,2,25,510,0,2
"560",0,3,293,2,25,510,0,3
"800",0,4,293,2,25,510,0,3
"2064",0,5,293,2,25,510,0,4
"2715",0,6,1163,2,25,510,0,5
"3037",0,7,1163,2,25,510,0,5
"4010",0,8,1193,7,122,510,0,6
"4730",0,9,1193,7,122,510,0,6
"4840",0,10,1193,7,122,510,0,6
"4894",0,11,1193,7,122,510,0,6
"5317",0,12,1193,7,122,510,0,6
"5522",0,13,1193,7,122,510,0,6
"7183",0,14,1193,7,122,510,0,6
"8124",0,15,1193,7,122,510,0,7
"8515",0,16,1193,7,122,510,0,8
"11032",0,17,1193,7,122,510,0,8
"11296",0,18,1193,7,122,510,0,8
"11500",0,19,1193,7,122,535,0,9
"14045",0,20,1193,8,122,535,0,10
"18659",1,22,1193,8,122,535,0,11
"22245",1,23,1193,8,122,535,1,11
"22794",0,24,1193,8,122,535,2,11
"21820",0,2,718,8,79,457,0,2
"21831",0,4,3198,9,378,1431,1,2
"22031",0,6,3198,9,378,1431,1,2
"22243",0,7,3198,9,378,1431,1,3
"22408",0,8,3198,9,378,1431,2,3
"23235",0,9,3198,9,378,1431,3,3
"23315",0,10,3198,9,378,1431,3,3
"23330",0,11,3198,9,378,1431,4,3
"610",0,1,8,10,2,81,0,1
"636",0,2,123,11,3,81,1,1
"695",0,3,190,5,13,373,1,2
"753",0,4,603,5,33,373,1,2
"771",0,5,840,5,102,840,2,2
"900",0,6,840,5,102,840,2,3
"965",0,7,2916,9,219,1664,2,4
"1159",0,8,2916,9,219,1664,2,4
"1409",0,9,2916,9,219,1664,2,4
"1494",0,10,2916,9,219,1664,3,4
"2079",0,11,2916,9,219,1664,3,4
"3389",0,12,2916,9,219,1664,3,5
"4036",0,13,2916,9,219,1664,3,6
"4244",0,14,2916,9,219,1664,3,7
"4547",0,15,2916,9,219,1664,4,7
"5433",0,16,2916,9,219,1664,5,7
"5935",0,17,2916,9,219,1664,5,8
"6251",0,18,2916,9,219,1664,5,9
"6545",0,19,2916,9,219,1664,5,10
"8272",0,20,2916,9,219,1664,5,11
"8349",0,21,2916,9,219,1664,6,11
"8783",0,22,2916,9,219,1664,6,11
"9028",0,23,2916,9,219,1664,7,11
"11212",0,24,2916,11,219,1664,8,11
"11370",0,25,2916,11,219,1664,9,11
"11632",0,26,2916,11,219,1664,9,12
"12206",0,27,2916,11,219,1664,10,12
"12269",0,28,2916,11,219,1664,10,12
"12921",0,29,2916,11,219,1664,10,12
"13061",0,30,2916,11,219,1664,10,12
"15281",0,31,2916,11,219,1664,10,12
"15777",0,32,2916,11,219,1664,10,13
"15807",0,33,2916,11,219,1664,11,13
"16783",0,34,2916,11,219,1664,11,14
"17769",0,35,2916,11,219,1664,11,15
"17956",0,36,2916,13,415,3061,11,16
"18516",0,38,2916,13,415,3061,11,18
"22733",0,39,2916,13,415,3061,12,18
"24631",0,40,2916,13,415,3061,12,19
"25282",0,41,3746,13,545,3061,12,20
"26035",1,42,3746,13,545,3061,12,20
"26076",0,43,3746,13,545,3061,13,20
"28382",0,44,3746,13,545,3061,14,20
"26601",1,1,371,4,13,100,0,1
"875",0,1,18,9,4,255,1,0
"1185",0,2,132,3,16,255,2,0
"1630",0,3,132,3,16,255,2,0
"2406",0,4,182,3,16,293,2,1
"2419",0,5,449,9,55,687,2,2
"5281",1,6,949,9,55,687,3,2
"7078",0,7,3975,9,730,907,3,3
"7673",0,8,3975,9,730,907,3,4
"8981",1,9,3975,9,730,907,3,5
"11210",0,10,3975,9,730,907,3,5
"11507",1,11,3975,9,730,907,3,5
"12413",0,12,3975,9,730,907,4,5
"13465",0,13,3975,9,730,907,5,5
"16127",0,14,3975,9,730,907,5,6
"18573",0,15,3975,9,730,907,5,7
"18769",1,16,3975,9,730,907,5,8
"18994",1,17,3975,9,730,907,5,8
"1250",0,1,955,7,165,1185,0,1
"1714",0,2,955,7,165,1185,0,2
"2861",0,3,955,7,165,1185,0,3
"3953",0,4,955,7,165,1185,0,4
"7747",0,6,2916,9,219,1664,0,5
"8157",0,7,2916,9,219,1664,1,5
"9520",1,8,2916,9,219,1664,1,5
"10776",0,9,2916,9,309,1664,1,6
"11160",0,12,2916,9,309,1664,1,7
"12674",0,13,2916,9,309,1664,2,7
"13729",0,14,2916,9,309,1664,3,7
"14270",0,15,2916,9,309,1664,3,7
"15636",0,16,2916,9,309,1664,4,7
"18698",0,17,2916,9,309,1664,4,7
"25101",0,18,2916,9,309,1664,5,7
"25170",0,19,2916,9,309,1664,5,8
"28557",0,20,2916,9,309,1664,5,8
"28615",0,21,2916,9,309,1664,5,8
"29076",0,22,2916,9,309,1664,5,8
"29149",0,23,2916,9,309,1664,5,8
"10560",0,1,427,2,23,139,0,1
"10630",0,2,427,2,23,139,0,1
"10926",0,5,1058,6,98,420,0,2
"11473",0,6,1058,6,98,420,0,3
"18263",0,7,1058,6,98,420,0,3
"20651",0,8,1058,6,98,420,0,3
"22650",0,9,1613,7,148,727,1,3
"28947",1,10,1613,7,148,727,1,3
"16628",0,1,428,3,13,164,1,0
"17734",1,2,1247,9,283,2421,2,0
"17931",0,3,1247,9,283,2421,2,1
"18628",0,5,1801,9,283,2421,3,2
"19570",1,7,1801,9,283,2421,3,2
"20373",0,9,1801,9,283,2421,3,3
"20695",0,10,1801,9,283,2421,3,3
"21506",0,12,1801,9,283,2421,4,3
"25225",0,13,3022,9,641,4321,4,4
"4758",0,1,397,8,30,291,0,1
"6073",0,2,397,8,30,291,0,1
"6598",0,3,397,8,30,291,0,2
"13014",0,4,603,8,33,291,0,2
"13208",0,5,603,8,44,473,0,3
"13649",0,6,603,8,44,491,0,4
"14010",0,7,603,8,44,491,0,4
"16548",0,8,603,8,44,491,0,4
"17238",0,9,603,8,44,491,0,4
"17262",0,10,603,8,44,491,0,4
"17426",0,11,730,8,136,516,1,4
"17675",0,12,730,8,136,516,1,4
"20551",0,13,730,8,136,516,1,4
"20664",0,14,730,8,136,516,1,4
"20969",0,15,730,8,136,516,1,4
"22471",0,16,730,8,136,562,2,4
"25159",0,18,730,8,136,562,2,4
"25401",0,19,730,8,136,562,2,4
"25586",0,20,730,8,136,562,2,4
"25708",0,21,730,8,136,562,2,4
"25815",0,22,730,8,136,562,2,4
"19782",0,1,3022,7,641,4321,0,1
"20079",0,2,3022,7,641,4321,0,2
"20624",0,3,3022,7,641,4321,0,2
"20665",0,4,3022,7,641,4321,1,2
"20726",0,6,3022,7,641,4321,1,2
"22024",0,8,3022,7,641,4321,2,2
"22042",0,9,3022,7,641,4321,2,2
"22254",0,11,3022,7,641,4321,3,3
"28057",0,12,3022,7,641,4321,3,3
"711",0,1,2916,9,219,1664,0,1
"996",0,2,2916,9,219,1664,0,2
"1766",0,3,2916,9,219,1664,0,2
"2380",0,4,2916,9,219,1664,1,2
"2691",0,5,2916,9,219,1664,1,3
"2766",0,6,2916,9,219,1664,2,3
"3159",0,7,2916,9,219,1664,2,3
"5351",0,8,2916,9,219,1664,2,3
"6316",0,9,2916,9,219,1664,2,3
"6427",0,10,2916,9,219,1664,2,4
"7383",0,11,2916,9,219,1664,2,4
"8326",0,12,2916,9,219,1664,2,4
"8539",0,13,2916,9,219,1664,2,4
"9634",0,14,2916,9,219,1664,3,4
"9945",0,15,2916,9,219,1664,3,5
"10201",0,16,2916,9,219,1664,3,5
"11336",0,17,2916,9,219,1664,3,6
"13361",0,19,2916,9,219,1664,4,6
"15959",0,20,2916,9,219,1664,4,7
"16106",0,21,3378,9,912,4308,5,7
"17387",0,22,3378,9,912,4308,5,7
"18096",0,23,3378,9,912,4308,5,7
"22028",0,24,3378,9,912,4308,5,7
"24081",0,1,144,7,2,59,0,1
"18979",0,1,388,4,24,304,1,0
"19312",0,2,1613,7,148,727,2,0
"19348",0,3,1613,7,148,727,2,1
"19466",0,4,1613,7,148,727,2,2
"20012",0,5,1613,7,178,1606,3,2
"20364",0,6,1613,9,183,1606,3,3
"20597",0,7,1613,9,183,1606,3,3
"22056",0,8,1613,9,183,1606,3,4
"22332",0,9,1613,9,183,1606,3,5
"23002",0,10,1613,9,183,1606,3,5
"23015",0,11,1613,9,183,1606,3,6
"23694",0,12,1613,9,183,1606,3,6
"24692",0,13,1613,9,183,1606,3,7
"24707",0,14,1613,9,183,1606,3,8
"24806",0,15,1613,9,183,1606,3,9
"25327",0,16,1613,9,183,1606,4,9
"25484",0,17,1613,9,183,1606,4,9
"25548",0,18,1613,9,183,1606,5,9
"26997",0,19,1613,9,183,1606,6,9
"27473",0,20,1613,9,183,1606,6,10
"101",0,1,5817,1,293,1982,0,0
"105",0,3,5817,7,293,1982,0,1
"601",0,4,5817,7,293,1982,0,1
"767",0,5,5817,7,293,1982,0,2
"902",0,6,5817,7,293,1982,0,2
"2610",0,7,5817,7,293,1982,0,2
"7485",1,8,5817,7,293,1982,0,2
"8769",0,9,5817,7,293,1982,0,3
"9452",0,10,5817,7,293,1982,0,3
"11754",1,11,5817,7,293,1982,0,3
"13622",0,12,5817,7,293,1982,1,3
"18348",1,13,5817,9,378,1982,2,3
"21199",0,14,5817,9,378,1982,2,4
"17024",0,1,388,4,24,304,1,0
"17178",0,2,2916,9,219,1664,1,1
"17575",0,3,2916,9,219,1664,1,2
"17618",0,4,2916,9,219,1664,1,2
"18284",1,5,2916,9,219,1664,1,3
"18796",0,6,2916,9,219,1664,1,4
"19241",0,7,2916,9,219,1664,1,5
"21089",0,8,2916,9,219,1664,2,5
"21311",0,9,2916,9,219,1664,2,5
"26928",1,10,2916,9,219,1664,2,5
"13239",0,1,124,7,5,169,1,0
"13681",0,2,2607,7,136,306,2,0
"13928",0,3,2607,7,136,306,3,0
"13993",0,4,2607,7,136,358,3,1
"14288",0,5,2607,9,183,540,3,2
"14369",0,6,2607,9,183,540,4,2
"14846",0,7,2607,9,183,540,5,2
"15126",0,8,2607,9,183,540,5,3
"15193",0,9,2607,9,183,540,6,3
"15400",0,10,2607,9,183,540,6,4
"15511",0,11,2607,9,183,540,6,4
"16385",0,12,2607,9,183,2429,6,5
"16558",0,13,2607,9,183,2429,7,5
"16665",0,14,2607,9,183,2429,7,6
"16825",0,15,2607,9,183,2429,7,6
"17279",0,16,2607,9,183,2429,7,6
"17641",0,17,2607,9,183,2429,7,7
"18252",0,18,2607,9,183,2429,7,8
"18271",0,19,2607,9,183,2429,7,8
"19205",0,20,2607,13,415,3061,7,9
"19367",0,21,2607,13,415,3061,7,9
"19465",0,22,2607,13,415,3061,8,9
"19748",0,23,2607,13,415,3061,8,10
"19975",0,24,2607,13,415,3061,8,10
"20527",0,25,2607,13,415,3061,8,11
"20571",0,26,2607,13,415,3061,8,11
"21008",0,27,2607,13,415,3061,9,11
"21328",0,28,2607,13,415,3061,9,11
"22266",0,29,2607,13,415,3061,9,11
"22644",0,30,2607,13,415,3061,9,12
"22771",0,32,2607,13,415,3061,9,12
"24803",1,33,2607,13,415,3061,9,13
"25046",0,34,3746,13,545,3061,9,14
"25179",0,35,3746,13,545,3061,9,15
"25424",1,36,3746,13,545,3061,10,15
"27229",0,37,3746,13,545,3061,10,15
"28174",0,38,3746,13,545,3061,10,16
"28688",0,39,3746,13,545,3061,10,16
"25820",0,1,74,8,6,116,0,0
"26278",0,2,160,2,10,167,1,0
"28489",0,3,160,2,10,167,1,0
"21262",0,1,3022,7,641,4321,0,1
"22612",0,2,3022,7,641,4321,0,2
"21234",0,1,157,7,9,215,1,0
"21545",0,2,564,3,63,493,1,1
"21977",0,3,3198,9,378,1431,2,1
"22272",0,4,3198,9,378,1431,3,1
"23905",0,5,3198,9,378,1431,3,2
"24430",1,6,3198,9,378,1431,4,2
"26202",0,7,3198,9,378,1431,5,2
"2607",0,1,96,2,8,116,1,0
"2896",0,2,229,4,9,167,2,0
"3310",0,3,270,4,25,167,2,1
"3665",0,4,270,4,25,167,2,2
"3819",0,5,3198,9,378,1431,3,2
"3873",0,6,3198,9,378,1431,3,2
"4793",0,7,3198,9,378,1431,3,3
"5337",0,8,3198,9,378,1431,4,3
"6569",0,9,3198,9,378,1431,5,3
"8588",0,11,3198,9,378,1431,5,4
"8622",1,12,3198,9,378,1431,6,4
"8638",0,13,3198,9,378,1431,6,5
"9418",0,14,3198,9,378,1431,6,6
"9479",0,15,3198,9,378,1431,6,7
"9500",0,16,3198,9,378,1431,7,7
"9971",0,17,3198,9,378,1431,7,8
"10264",0,18,3198,9,378,1431,7,8
"10672",0,19,3198,9,378,1431,7,8
"10888",0,20,3198,9,378,1431,8,8
"11349",0,21,3198,9,378,1431,8,8
"11424",0,24,3198,9,378,1431,9,8
"11533",0,25,3198,9,378,1431,10,8
"12945",0,26,3198,9,378,1431,10,8
"15201",0,27,3198,9,378,1431,11,8
"15426",0,28,3198,9,378,1431,12,8
"19478",1,29,3198,9,378,1431,13,8
"21109",0,30,3198,13,415,3061,13,9
"29170",1,31,3198,13,415,3061,14,9
"11896",1,1,18,10,4,255,1,0
"17416",1,2,1613,7,148,727,2,0
"21492",0,3,1613,7,148,727,2,1
"22419",0,4,1997,7,309,858,2,2
"24539",1,5,1997,7,309,858,3,2
"26250",0,6,1997,7,309,858,3,3
"15236",0,1,185,9,8,103,0,1
"20198",0,1,4,10,1,8,0,1
"20768",0,2,4,11,1,34,1,1
"1847",0,2,293,2,25,510,0,1
"2791",0,3,293,2,25,510,0,1
"4104",0,4,293,4,25,510,1,1
"4141",0,5,293,9,55,753,1,2
"5056",0,6,2916,9,219,1664,1,3
"5151",0,7,2916,9,219,1664,2,3
"5254",0,8,3975,9,730,1664,2,4
"5702",0,9,3975,9,730,1664,2,4
"6423",0,10,3975,9,730,1664,3,4
"7023",0,11,3975,9,730,1664,3,4
"7824",0,12,3975,9,730,1664,4,4
"7987",0,13,3975,9,730,1664,4,5
"9069",0,14,3975,9,730,1664,4,6
"9385",1,15,3975,9,730,1664,5,6
"9396",0,16,3975,9,730,1664,5,6
"9486",0,17,3975,9,730,1664,5,6
"10183",0,18,3975,9,730,1664,5,7
"10370",0,20,3975,9,730,1664,6,7
"11559",0,21,3975,9,730,1664,6,7
"12779",0,22,3975,9,730,1664,7,7
"13359",0,23,3975,9,730,1664,7,8
"13548",0,24,3975,9,730,1664,7,8
